,date,employee_title,location,employee_status,review_title,pros,cons,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,review_title_knowledge,review_title_power,review_title_respect,review_title_trust,review_title_social_support,review_title_romance,review_title_similarity,review_title_identity,review_title_fun,review_title_conflict,pros_knowledge,pros_power,pros_respect,pros_trust,pros_social_support,pros_romance,pros_similarity,pros_identity,pros_fun,pros_conflict,cons_knowledge,cons_power,cons_respect,cons_trust,cons_social_support,cons_romance,cons_similarity,cons_identity,cons_fun,cons_conflict
10,2019-4, Store Leader,"Perth, Scotland",Current Employee ,Great place to work.,Competitive salary  Development opportunities great Great communication from Every level of the business. Market leaders,Challenging targets Working every Saturday  System crashing,5.0,3.0,5.0,4.0,4.0,5.0,0.5442633628845215,0.39688000082969666,0.492471843957901,0.5327252149581909,0.5134995579719543,0.006055205594748259,0.46164894104003906,0.485612154006958,0.09268900007009506,0.07087384909391403,0.8262362480163574,0.5432619452476501,0.6118007302284241,0.6770117878913879,0.6146562099456787,0.004737454932183027,0.5336676239967346,0.33736783266067505,0.2900657057762146,0.017453087493777275,0.6173772215843201,0.5648676753044128,0.33158600330352783,0.30910149216651917,0.3456776738166809,0.07452819496393204,0.49912142753601074,0.4110143780708313,0.5813467502593994,0.4275791049003601
11,2019-5, Project Manager,,Current Employee ,salary at tef,flexibility to work from home,a lot of politics and low salaries,3.0,,,,,,0.5738369822502136,0.5682066082954407,0.4441720247268677,0.44524604082107544,0.4263322949409485,0.30122095346450806,0.43855950236320496,0.4387753903865814,0.3086947500705719,0.4740222096443176,0.5747497081756592,0.5840847492218018,0.49397382140159607,0.47321465611457825,0.5932316184043884,0.18756040930747986,0.42809945344924927,0.3931344151496887,0.39735889434814453,0.19394131004810333,0.5672299861907959,0.3475787043571472,0.3876757025718689,0.40345820784568787,0.4838150143623352,0.0066045247949659824,0.3841682970523834,0.4902760088443756,0.25575393438339233,0.647365927696228
12,2019-4,,,Former Employee ,Great Company to work,Good work life balance. Awesome place to work,Just a good and lovely place,4.0,5.0,5.0,3.0,3.0,4.0,0.5485897660255432,0.5079689621925354,0.5818277597427368,0.5248327255249023,0.41873282194137573,0.08753068000078201,0.47587794065475464,0.45062917470932007,0.3190382719039917,0.14862217009067535,0.4596433937549591,0.3019571006298065,0.617604672908783,0.8034003376960754,0.7591341137886047,0.063946932554245,0.41103145480155945,0.39503613114356995,0.5711657404899597,0.02435513399541378,0.35589006543159485,0.2624052166938782,0.6290457844734192,0.5012122392654419,0.6682146787643433,0.6310200095176697,0.47781574726104736,0.4317363500595093,0.7114953398704529,0.15096968412399292
13,2019-3,,, ,Retail advisor,Great job for student. Good pay,Management team always on your case Gossip,3.0,4.0,4.0,3.0,4.0,2.0,0.5333651900291443,0.5916262269020081,0.4566020965576172,0.4875139594078064,0.49719202518463135,0.2669045627117157,0.48093485832214355,0.5025312900543213,0.3575313687324524,0.4700382947921753,0.5002250671386719,0.3947003185749054,0.6487066149711609,0.6084142923355103,0.6110794544219971,0.00836396124213934,0.4391801655292511,0.34868401288986206,0.47634127736091614,0.04678555205464363,0.4942985475063324,0.5533261895179749,0.5381128191947937,0.5897892713546753,0.4838041067123413,0.0958191454410553,0.48385703563690186,0.36223897337913513,0.5436911582946777,0.24842962622642517
14,2019-2, Senior Propositions and Customer Experience Manager,"Slough, Berkshire, South East England, England",Current Employee ,Great people and company culture,"Tesco Mobile, a JV between Telefonica and Tesco, offers a great work atmosphere. It's relative small but you have the great benefits of two massive companies. . Everyone gets on and work in a very collaborative. It's very customer-centric. Everyone genuinely wants to do what's best for the customer (that's why Tesco Mobile is the No 1 Telco for customer service).","Might not be the place for people who liked to work in very established way. A lot processes need to be defined. If you're a Tesco employee, you might be more exposed when it comes to reorganisations (Tesco seems to do one every year). Telefonica employees seem more protected. It's a very flat as organisation and employees tend to like it and stay for long, you may need to move to either Telefonica or Tesco to...",4.0,3.0,5.0,3.0,4.0,4.0,0.5320889353752136,0.48010194301605225,0.6006341576576233,0.5617921352386475,0.41315457224845886,0.02150730788707733,0.4941959083080292,0.5561193823814392,0.353641539812088,0.2475937157869339,0.9957683086395264,0.013033290393650532,0.07345060259103775,5.803424869554874e-07,0.02362365461885929,1.6753649106249213e-05,0.9971369504928589,0.3787926733493805,0.012066597118973732,0.0008615320548415184,0.9957077503204346,0.080841064453125,0.05157310515642166,8.13468830074271e-07,0.0009139712201431394,0.0010296626714989543,0.9973863959312439,0.3082005977630615,0.010973137803375721,0.011184673756361008
15,2019-3, Sales Advisor,"London, England",Former Employee ,Digraceful,Good pay Friendly staff member,Rubbish managment  No training  No help  Sink or swim environment,3.0,4.0,3.0,3.0,2.0,1.0,0.5352395176887512,0.4709847569465637,0.5000308752059937,0.4854360520839691,0.4630463123321533,0.4087046682834625,0.4710223376750946,0.48816636204719543,0.1883898675441742,0.5127844214439392,0.4567944407463074,0.5389465689659119,0.6576589345932007,0.5459009408950806,0.59831303358078,0.025488192215561867,0.4555705487728119,0.44210705161094666,0.635352373123169,0.17949222028255463,0.5978711247444153,0.6422789692878723,0.19600121676921844,0.006642213556915522,0.3705000877380371,0.00828365795314312,0.30784764885902405,0.4122147560119629,0.5005436539649963,0.6617982387542725
16,2019-1, Sales Advisor,"London, England",Former Employee ,"Great people, some management cant manage",Great people to work with  good benifits  If you have a good manager your time there will be amazing  Decent bonus scheme,Bad management will have a massive affect on you,4.0,3.0,5.0,4.0,4.0,3.0,0.4954993724822998,0.44631651043891907,0.5297960638999939,0.5352866649627686,0.47233909368515015,0.004818490706384182,0.5154812932014465,0.4482218325138092,0.40476325154304504,0.2229917198419571,0.3841860294342041,0.02273751050233841,0.6644938588142395,0.9116684794425964,0.8094562292098999,0.05724771320819855,0.33629658818244934,0.24742452800273895,0.7291832566261292,0.008155828341841698,0.6227274537086487,0.48039162158966064,0.27246156334877014,0.5493088960647583,0.4717934727668762,0.016735857352614403,0.4857162535190582,0.4079775810241699,0.3543102443218231,0.6222173571586609
17,2018-11, Human Resources Generalist,"Slough, Berkshire, South East England, England",Current Employee ,Fantastic place to work,Great benefits and excellent flexible working scheme.,Career progression sometimes a bit difficult.,4.0,5.0,4.0,3.0,5.0,4.0,0.4952815771102905,0.40153801441192627,0.561825156211853,0.522104024887085,0.5323337912559509,0.43868961930274963,0.4643813967704773,0.4527888596057892,0.5311786532402039,0.18315242230892181,0.6808968186378479,0.3994314968585968,0.5824220180511475,0.7659368515014648,0.6972777247428894,0.00045611674431711435,0.4282529354095459,0.4662584066390991,0.03680620715022087,0.006700129713863134,0.6475744843482971,0.23768675327301025,0.24928750097751617,0.20041416585445404,0.5652074813842773,0.002880071522668004,0.43730780482292175,0.4926131069660187,0.30707991123199463,0.25817620754241943
18,2018-11,,"Slough, Berkshire, South East England, England",Current Employee ,Great working environment,"Good, friendly atmosphere. Flexible work environment and supportive management.",Car parking is the only issue I can think of. So get in early!,5.0,5.0,5.0,3.0,4.0,3.0,0.5017145276069641,0.5431405901908875,0.5697181224822998,0.512352705001831,0.5095376968383789,0.2701626718044281,0.5072111487388611,0.5031589865684509,0.45315492153167725,0.2687149941921234,0.5938625335693359,0.2992066442966461,0.6960803270339966,0.910672128200531,0.8717373013496399,5.753807272412814e-05,0.3092900514602661,0.5203918814659119,0.021030351519584656,0.005520822945982218,0.7721143960952759,0.2328975349664688,0.11050832271575928,6.875318945276376e-07,0.10170234739780426,0.00027941810549236834,0.18948416411876678,0.35797157883644104,0.1200583279132843,0.1473955512046814
19,2018-11, Network Engineer,"Leeds, England",Former Employee ,Huge shame,"Flexible working, relaxed office environment, salary and benefits.",Slow pace Boring at a lot of times Hard to progress,3.0,4.0,3.0,2.0,5.0,3.0,0.43343091011047363,0.4479828476905823,0.4850368797779083,0.491262286901474,0.49627500772476196,0.48080021142959595,0.5103630423545837,0.47489500045776367,0.6023622751235962,0.6116634607315063,0.8201310634613037,0.8093859553337097,0.3899698853492737,0.7971653938293457,0.6773903965950012,9.211169526679441e-05,0.17783094942569733,0.4955618381500244,0.03073410876095295,0.028408696874976158,0.5846022367477417,0.3605709373950958,0.30969521403312683,2.5190152882714756e-05,0.4185270071029663,0.0017401252407580614,0.328156441450119,0.32886356115341187,0.36591771245002747,0.629414439201355
20,2018-10,,,Current Employee ,Sales,"Helpful team, good money, good job satisfaction",I didnt find any cons,5.0,5.0,5.0,5.0,,,0.5327463746070862,0.5444176197052002,0.4757583737373352,0.49005112051963806,0.45066994428634644,0.4210397005081177,0.4946684241294861,0.4722944498062134,0.5390908122062683,0.4946904182434082,0.41442081332206726,0.30378860235214233,0.7796860337257385,0.8345128893852234,0.8388350605964661,0.010354519821703434,0.42949536442756653,0.32909515500068665,0.5252036452293396,0.04486357420682907,0.4159400463104248,0.39640337228775024,0.45255130529403687,0.4837445318698883,0.5552524328231812,0.290154367685318,0.4997914731502533,0.46026086807250977,0.44819754362106323,0.4558303654193878
21,2018-10,,,Former Employee ,Telco Consultant,Good quality engineers in England and Spain,Struggling to innovate and understand tech company competition,2.0,2.0,2.0,1.0,1.0,2.0,0.5563375353813171,0.5692808628082275,0.4777938723564148,0.502184271812439,0.44699469208717346,0.3375907242298126,0.48578527569770813,0.4799390435218811,0.43278956413269043,0.4727768301963806,0.6461763978004456,0.4873496890068054,0.5542323589324951,0.6619039177894592,0.5216620564460754,0.03148338943719864,0.459660142660141,0.5047686696052551,0.4025940001010895,0.1022685170173645,0.6608253717422485,0.6919042468070984,0.45986029505729675,0.5254359841346741,0.5608139634132385,0.024394679814577103,0.32202979922294617,0.4198089838027954,0.31662464141845703,0.30503493547439575
22,2018-10, Administrative Analyst,"Slough, Berkshire, South East England, England",Current Employee ,Admin Analyst,"Good working hours, great colleagues","Big company, it takes time to sort things out",4.0,5.0,4.0,5.0,5.0,4.0,0.5337691903114319,0.5874086022377014,0.49120405316352844,0.48979252576828003,0.4246295690536499,0.1954904943704605,0.47432079911231995,0.4703104794025421,0.5807532072067261,0.5174570679664612,0.42842966318130493,0.4083637297153473,0.658842921257019,0.5464481115341187,0.7159678936004639,0.07301768660545349,0.47294384241104126,0.38216161727905273,0.5414470434188843,0.08451907336711884,0.6513686180114746,0.37365856766700745,0.24888615310192108,0.1865915209054947,0.4285387694835663,0.12773077189922333,0.4027632474899292,0.3598252236843109,0.5268343091011047,0.15798960626125336
23,2018-9,,,Current Employee ,Marketing,Great culture and benefits and flexible working,None that impact me right now,5.0,5.0,4.0,4.0,4.0,4.0,0.5249932408332825,0.5368833541870117,0.48924222588539124,0.49179866909980774,0.4775465726852417,0.40336230397224426,0.48782673478126526,0.4724791347980499,0.5428501963615417,0.4866667091846466,0.6657678484916687,0.3675394058227539,0.606519877910614,0.6535724997520447,0.4938948154449463,0.007648392580449581,0.41568922996520996,0.5088921189308167,0.24315886199474335,0.07292591780424118,0.35723042488098145,0.4505237340927124,0.4584411680698395,0.396623820066452,0.46812325716018677,0.20707769691944122,0.5497901439666748,0.454446017742157,0.5638996958732605,0.5829536318778992
24,2018-8,,,Former Employee ,Account Manager,Free phone you can keep after. Nice office in Air Street,Poor / non existent management Racial discrimination Isolated training Lack of support No training No help No opportunity for progression unless you have strong knees.,1.0,1.0,1.0,1.0,1.0,1.0,0.5289942026138306,0.5680991411209106,0.46091535687446594,0.5014241933822632,0.470572829246521,0.34741923213005066,0.4721350073814392,0.49636250734329224,0.516082227230072,0.4321094751358032,0.5800749659538269,0.6955991983413696,0.20551341772079468,0.3646075129508972,0.5014767050743103,0.00485027302056551,0.2656151056289673,0.32006895542144775,0.5358067154884338,0.16654236614704132,0.985148549079895,0.013137026689946651,0.07730656117200851,8.537479629922018e-07,0.0939893051981926,0.000684501719661057,0.05266895517706871,0.29961109161376953,0.06368230283260345,0.7983826398849487
25,2018-7,,,Current Employee ,Inovative Company to Work For,Flexible Working and Great Benefits,Lots of Poor inter department communication,5.0,,,,,,0.5839301347732544,0.593861997127533,0.5058865547180176,0.519400417804718,0.4204425811767578,0.26881787180900574,0.4415079951286316,0.43843144178390503,0.4584115147590637,0.24540545046329498,0.6180448532104492,0.5447720289230347,0.5898925065994263,0.5415287613868713,0.5443941950798035,0.04626772925257683,0.45461639761924744,0.4421210289001465,0.4018908441066742,0.09430239349603653,0.5127514600753784,0.3892285227775574,0.5415831208229065,0.4440138339996338,0.4763190448284149,0.025737488642334938,0.47970521450042725,0.46698620915412903,0.29008373618125916,0.5515221357345581
26,2018-7,,,Former Employee ,Good Team,Hard working fun team good atmosphere,Weak senior management at times,4.0,4.0,3.0,3.0,2.0,2.0,0.4524170756340027,0.4744287431240082,0.5510110855102539,0.5237427949905396,0.5433259606361389,0.2746289372444153,0.48900744318962097,0.4634806215763092,0.6311689615249634,0.3858993649482727,0.3304198384284973,0.3636455833911896,0.6044372916221619,0.5675367712974548,0.6169149875640869,0.19174766540527344,0.47645533084869385,0.3926481306552887,0.9892832040786743,0.1417660415172577,0.5543491840362549,0.6210752129554749,0.3849284052848816,0.5106208920478821,0.41770437359809875,0.05803433060646057,0.49852627515792847,0.46131786704063416,0.4481779634952545,0.532433032989502
27,2018-6,,, ,Wouldn’t touch with a Barge Pole,Friends and Family discounts  Free Uniform  Flexibility,Regional Leaders Change like the Weather  Territory leaders are stuck up and really don’t care they look down on you which for me is wrong! Managers don’t turn up for there shifts and leave early all the time and use bullying tactics to get you to work! No progression path in place for a lot of sales advisors it’s really hard to get your foot in the door I would explain O2 as a place with a glass ceiling you can see...,1.0,,,,,,0.5519416928291321,0.45019009709358215,0.3630295395851135,0.12114106863737106,0.4150199890136719,0.12363378703594208,0.3893442749977112,0.4265148937702179,0.4445834159851074,0.39350274205207825,0.5297202467918396,0.5557692050933838,0.6097302436828613,0.6122267246246338,0.6479925513267517,0.052579138427972794,0.4631252586841583,0.4535011351108551,0.41898953914642334,0.08544690161943436,0.9954549074172974,0.9730055928230286,0.0502922460436821,8.076365247688955e-07,0.0008813734748400748,0.0005496098892763257,0.003986082971096039,0.1849922388792038,0.09364345669746399,0.5179399847984314
28,2018-5,,"Ellesmere Port, England",Former Employee ,Tesco mobile,Good job. Good pay nice colleagues. Good atmoaphete,Management are useless. If they dont you they will manage you out.,4.0,2.0,1.0,2.0,1.0,,0.5544969439506531,0.5583050847053528,0.4522285461425781,0.4814482629299164,0.4090757966041565,0.44370004534721375,0.4691978394985199,0.4874137043952942,0.4420502483844757,0.458761602640152,0.22795051336288452,0.08999738842248917,0.6570683717727661,0.8609136939048767,0.9036704301834106,6.567736272700131e-05,0.39089280366897583,0.34757527709007263,0.476076602935791,0.019373655319213867,0.4504454731941223,0.2610247731208801,0.06527706980705261,0.13632933795452118,0.40761321783065796,0.0004448964027687907,0.22755399346351624,0.3728991448879242,0.09717246145009995,0.8329743146896362
29,2018-5,,"London, England",Current Employee ,Working for O2,Great brand Loads of progression opportunities Great people,I have not had one yet,4.0,3.0,5.0,4.0,4.0,3.0,0.5491139888763428,0.5569518804550171,0.5040956139564514,0.5142929553985596,0.5040165781974792,0.38808414340019226,0.4966360628604889,0.44917628169059753,0.45516493916511536,0.3811442255973816,0.5506017804145813,0.335946261882782,0.6855672597885132,0.4814578592777252,0.4041401147842407,0.009328617714345455,0.5304778814315796,0.4326154887676239,0.5218914747238159,0.0765562653541565,0.39335083961486816,0.46311962604522705,0.5644447803497314,0.5605461001396179,0.4607250988483429,0.1865791231393814,0.48948636651039124,0.5026860237121582,0.5672389268875122,0.44507163763046265
30,2018-5,,,Current Employee ,Good company,Good people  Good managers  Great incentives,Can't think of any,5.0,4.0,4.0,4.0,3.0,5.0,0.4970557987689972,0.5197421312332153,0.5266646146774292,0.5193431973457336,0.506191074848175,0.34447941184043884,0.5010618567466736,0.48246946930885315,0.5681003332138062,0.36847132444381714,0.3978196084499359,0.43155476450920105,0.6891262531280518,0.6555907726287842,0.6055581569671631,0.0016628014855086803,0.5123140215873718,0.43241968750953674,0.597466766834259,0.1511593908071518,0.4149788022041321,0.45200398564338684,0.43672388792037964,0.47262489795684814,0.5040842294692993,0.13916312158107758,0.4316785931587219,0.49375680088996887,0.4772452712059021,0.6533892750740051
31,2018-6,,"Slough, Berkshire, South East England, England","N/A in Slough, Berkshire, South East England, England",Shocking,"Modern building, relatively flexible and competitive pay (for some). Good benefits.  Good culture and atmosphere if you work in the right area.","Terrible management who seem mostly concerned with their own progress and promotion, with little care for staff.  The words of the company are contrary to the actions they take.   Their is a distinct presence of dishonesty with management who break policies and procedures, but if challenged are supported (and by HR too).  Personally, I attempted to raise a grievance and from that point forward I was a pariah...",1.0,3.0,1.0,2.0,4.0,1.0,0.5076397061347961,0.4970778226852417,0.48181283473968506,0.4853125512599945,0.48668161034584045,0.5404976010322571,0.4975157380104065,0.4870704710483551,0.5221803784370422,0.5671456456184387,0.9879696369171143,0.024289170280098915,0.06833299994468689,0.3572218716144562,0.6750848293304443,0.0041030459105968475,0.008290555328130722,0.42702895402908325,0.06250426173210144,0.0010837281588464975,0.995314359664917,0.026070186868309975,0.06776726990938187,8.016258448151348e-07,0.0008282274939119816,0.11461253464221954,0.006396134849637747,0.33251816034317017,0.059296831488609314,0.6687372922897339
32,2018-4, IT Service Manager,"Leeds, England",Current Employee ,IT Service Manager,"Forward-thinking company Values its people Puts customers at the forefront of their decisions Good benefits Flexibility Challenging, varied work Good training and development",Sometimes takes a long time to get things done - large corporate,5.0,5.0,5.0,5.0,5.0,4.0,0.5705068111419678,0.59014892578125,0.47594988346099854,0.5123849511146545,0.49373435974121094,0.38691991567611694,0.45865774154663086,0.4925382435321808,0.5594755411148071,0.3551427125930786,0.9594074487686157,0.9008172750473022,0.5396695137023926,0.00041055746260099113,0.23395971953868866,0.002384594175964594,0.43340665102005005,0.4406692385673523,0.34708675742149353,0.018654286861419678,0.6215405464172363,0.08137891441583633,0.2038528472185135,0.5637791752815247,0.6771811842918396,0.04803431034088135,0.2653732895851135,0.34270766377449036,0.3063589632511139,0.07888377457857132
33,2018-4, O2 Guru,"Birmingham, England",Former Employee ,Great experience,No pressure on customers and good working hours,Working weekends and bank holidays,5.0,4.0,5.0,4.0,5.0,5.0,0.5128179788589478,0.49796369671821594,0.5784896612167358,0.5084584951400757,0.4831954836845398,0.29526808857917786,0.5067206025123596,0.4775429368019104,0.5769745707511902,0.30275440216064453,0.5054646134376526,0.5709009170532227,0.4585428237915039,0.494848370552063,0.5370005369186401,0.02313944324851036,0.45554712414741516,0.3721335530281067,0.45509105920791626,0.14500027894973755,0.5615537762641907,0.5396019220352173,0.4844331443309784,0.5159874558448792,0.524262011051178,0.2089586853981018,0.43101584911346436,0.46895620226860046,0.556810200214386,0.19983579218387604
34,2018-4, Director of Analytics,"London, England",Current Employee ,Genuine desire to drive innovation and provide great employee experience,digital business is fast paced and rewards on merit,still some old school thinkers unprepared to change with the times,5.0,4.0,5.0,3.0,4.0,4.0,0.6697850823402405,0.6267890334129333,0.6589467525482178,0.6224706768989563,0.5440378189086914,0.010376639664173126,0.2808855175971985,0.41039153933525085,0.40642350912094116,0.06353718042373657,0.7433465719223022,0.4743887186050415,0.4872214198112488,0.6182309985160828,0.3691350221633911,0.0039772819727659225,0.42317554354667664,0.4157303273677826,0.6851041316986084,0.1426214575767517,0.6202507019042969,0.4780004620552063,0.2672819495201111,0.06483296304941177,0.36348414421081543,0.004267494659870863,0.394379198551178,0.4557500183582306,0.33859413862228394,0.5702521204948425
